row_id,native_conv_ips,dense_1x1_linear_ips,sparse_1x1_linear_ips,speedup_1x1_sparse_vs_dense_1x1,speedup_1x1_sparse_vs_native_conv,converted_1x1_layers,equiv_max_abs_diff,equiv_mean_abs_diff
resnet50_cast_conv_perm,1819.0950257006075,1360.080013213935,1478.732096759501,1.0872390465213775,0.8128943655321036,36,0.00776362419128418,0.0009290623129345477
resnet50d_cast_conv_perm,1778.5504719347355,1311.645940055808,1426.727430282425,1.0877382277581102,0.8021855172490036,36,0.01262807846069336,0.0012332894839346409
resnet101d_cast_conv_perm,925.9504695452757,674.6982757753984,729.5945655580571,1.0813642064218543,0.7879412447583217,70,0.0073313117027282715,0.0013028663815930486
resnet152d_cast_conv_perm,660.3288715822704,477.52303505942245,516.6755128924694,1.08199076266169,0.7824517980781593,104,0.003887176513671875,0.0006594767910428345
